2019-04-10 08:29:01,726 INFO  ClientSession:52 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Waiting next command.
2019-04-10 08:29:01,731 INFO  ClientSession:66 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:29:01,733 INFO  PDUTransmitter:55 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] systemId:tas2uadm
2019-04-10 08:29:01,741 INFO  PDUTransmitter:80 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:29:01,744 INFO  ClientSession:52 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Waiting next command.
2019-04-10 08:29:01,755 INFO  ClientSession:74 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:29:01,758 INFO  ClientSession:52 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Waiting next command.
2019-04-10 08:29:01,759 INFO  ClientSession:78 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:29:01,762 INFO  PDUSubmitSm:122 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] destinationAddr:380504718060
2019-04-10 08:29:01,763 INFO  PDUSubmitSm:128 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] shortMessage:some teêñò
2019-04-10 08:29:01,770 INFO  ClientSession:52 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Waiting next command.
2019-04-10 08:29:01,770 INFO  ClientSession:82 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] Incoming command_id is defined as UNBIND
2019-04-10 08:29:01,771 INFO  ClientSession:84 - [22] [cd01f906-b1e5-4390-a402-114c157b2a5c] This command is the final session. I close the connection with the client.
2019-04-10 08:29:01,777 INFO  ClientSession:39 - Waiting next client
2019-04-10 08:29:04,441 INFO  MessageConsumer:147 - Send body to URL[https://httpbin.org/post]:
2019-04-10 08:29:04,441 INFO  MessageConsumer:148 - {"phone": "380504718060", "message": "some teêñò", "senderCode": "TAS2U"}
2019-04-10 08:29:38,613 INFO  ClientSession:52 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Waiting next command.
2019-04-10 08:29:38,614 INFO  ClientSession:66 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:29:38,614 INFO  PDUTransmitter:55 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] systemId:tas2uadm
2019-04-10 08:29:38,620 INFO  PDUTransmitter:80 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:29:38,621 INFO  ClientSession:52 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Waiting next command.
2019-04-10 08:29:38,649 INFO  ClientSession:74 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:29:38,650 INFO  ClientSession:52 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Waiting next command.
2019-04-10 08:29:38,651 INFO  ClientSession:78 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:29:38,652 INFO  PDUSubmitSm:122 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] destinationAddr:380504718060
2019-04-10 08:29:38,652 INFO  PDUSubmitSm:128 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] shortMessage:some teêñò
2019-04-10 08:29:38,653 INFO  ClientSession:52 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Waiting next command.
2019-04-10 08:29:38,661 INFO  ClientSession:82 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] Incoming command_id is defined as UNBIND
2019-04-10 08:29:38,662 INFO  ClientSession:84 - [23] [dd3bf713-ea6a-47af-9be0-48e1879a9d09] This command is the final session. I close the connection with the client.
2019-04-10 08:29:38,663 INFO  ClientSession:39 - Waiting next client
2019-04-10 08:29:39,205 INFO  MessageConsumer:147 - Send body to URL[https://httpbin.org/post]:
2019-04-10 08:29:39,206 INFO  MessageConsumer:148 - {"phone": "380504718060", "message": "some teêñò", "senderCode": "TAS2U"}
2019-04-10 08:30:22,018 INFO  ClientSession:52 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Waiting next command.
2019-04-10 08:30:22,019 INFO  ClientSession:66 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:30:22,020 INFO  PDUTransmitter:55 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] systemId:tas2uadm
2019-04-10 08:30:22,024 INFO  PDUTransmitter:80 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:30:22,025 INFO  ClientSession:52 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Waiting next command.
2019-04-10 08:30:22,051 INFO  ClientSession:74 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:30:22,052 INFO  ClientSession:52 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Waiting next command.
2019-04-10 08:30:22,054 INFO  ClientSession:78 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:30:22,055 INFO  PDUSubmitSm:122 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] destinationAddr:380504718060
2019-04-10 08:30:22,055 INFO  PDUSubmitSm:128 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] shortMessage:some teêñò
2019-04-10 08:30:22,056 INFO  ClientSession:52 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Waiting next command.
2019-04-10 08:30:22,067 INFO  ClientSession:82 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] Incoming command_id is defined as UNBIND
2019-04-10 08:30:22,068 INFO  ClientSession:84 - [24] [3a9903f3-042d-49c0-ad45-9199ff8c5664] This command is the final session. I close the connection with the client.
2019-04-10 08:30:22,069 INFO  ClientSession:39 - Waiting next client
2019-04-10 08:30:22,696 INFO  MessageConsumer:147 - Send body to URL[https://httpbin.org/post]:
2019-04-10 08:30:22,696 INFO  MessageConsumer:148 - {"phone": "380504718060", "message": "some teêñò", "senderCode": "TAS2U"}
2019-04-10 08:30:48,258 INFO  ClientSession:52 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Waiting next command.
2019-04-10 08:30:48,259 INFO  ClientSession:66 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:30:48,262 INFO  PDUTransmitter:55 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] systemId:tas2uadm
2019-04-10 08:30:48,265 INFO  PDUTransmitter:80 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:30:48,265 INFO  ClientSession:52 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Waiting next command.
2019-04-10 08:30:48,279 INFO  ClientSession:74 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:30:48,279 INFO  ClientSession:52 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Waiting next command.
2019-04-10 08:30:48,281 INFO  ClientSession:78 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:30:48,287 INFO  PDUSubmitSm:122 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] destinationAddr:380504718060
2019-04-10 08:30:48,288 INFO  PDUSubmitSm:128 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] shortMessage:some teêñò
2019-04-10 08:30:48,288 INFO  ClientSession:52 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Waiting next command.
2019-04-10 08:30:48,294 INFO  ClientSession:82 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] Incoming command_id is defined as UNBIND
2019-04-10 08:30:48,295 INFO  ClientSession:84 - [25] [49d1044d-5781-451d-8ce6-0bf583c19225] This command is the final session. I close the connection with the client.
2019-04-10 08:30:48,308 INFO  ClientSession:39 - Waiting next client
2019-04-10 08:30:48,799 INFO  MessageConsumer:147 - Send body to URL[https://httpbin.org/post]:
2019-04-10 08:30:48,800 INFO  MessageConsumer:148 - {"phone": "380504718060", "message": "some teêñò", "senderCode": "TAS2U"}
2019-04-10 08:30:54,882 INFO  ClientSession:52 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Waiting next command.
2019-04-10 08:30:54,883 INFO  ClientSession:66 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:30:54,883 INFO  PDUTransmitter:55 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] systemId:tas2uadm
2019-04-10 08:30:54,887 INFO  PDUTransmitter:80 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:30:54,888 INFO  ClientSession:52 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Waiting next command.
2019-04-10 08:30:54,899 INFO  ClientSession:74 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:30:54,900 INFO  ClientSession:52 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Waiting next command.
2019-04-10 08:30:54,902 INFO  ClientSession:78 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:30:54,903 INFO  PDUSubmitSm:122 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] destinationAddr:380504718060
2019-04-10 08:30:54,903 INFO  PDUSubmitSm:128 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] shortMessage:some teêñò
2019-04-10 08:30:54,903 INFO  ClientSession:52 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Waiting next command.
2019-04-10 08:30:54,912 INFO  ClientSession:82 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] Incoming command_id is defined as UNBIND
2019-04-10 08:30:54,913 INFO  ClientSession:84 - [26] [7a52b446-8873-4338-b892-98cd0fc83ce3] This command is the final session. I close the connection with the client.
2019-04-10 08:30:54,932 INFO  ClientSession:39 - Waiting next client
2019-04-10 08:30:55,413 INFO  MessageConsumer:147 - Send body to URL[https://httpbin.org/post]:
2019-04-10 08:30:55,413 INFO  MessageConsumer:148 - {"phone": "380504718060", "message": "some teêñò", "senderCode": "TAS2U"}
2019-04-10 08:30:55,871 INFO  ClientSession:52 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Waiting next command.
2019-04-10 08:30:55,872 INFO  ClientSession:66 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:30:55,873 INFO  PDUTransmitter:55 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] systemId:tas2uadm
2019-04-10 08:30:55,877 INFO  PDUTransmitter:80 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:30:55,878 INFO  ClientSession:52 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Waiting next command.
2019-04-10 08:30:55,892 INFO  ClientSession:74 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:30:55,892 INFO  ClientSession:52 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Waiting next command.
2019-04-10 08:30:55,906 INFO  ClientSession:78 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:30:55,907 INFO  PDUSubmitSm:122 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] destinationAddr:380504718060
2019-04-10 08:30:55,907 INFO  PDUSubmitSm:128 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] shortMessage:some teêñò
2019-04-10 08:30:55,908 INFO  ClientSession:52 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Waiting next command.
2019-04-10 08:30:55,921 INFO  ClientSession:82 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] Incoming command_id is defined as UNBIND
2019-04-10 08:30:55,921 INFO  ClientSession:84 - [27] [fd8eaf2d-67e5-42bc-a666-1309293c9b98] This command is the final session. I close the connection with the client.
2019-04-10 08:30:55,922 INFO  ClientSession:39 - Waiting next client
2019-04-10 08:30:56,418 INFO  MessageConsumer:147 - Send body to URL[https://httpbin.org/post]:
2019-04-10 08:30:56,419 INFO  MessageConsumer:148 - {"phone": "380504718060", "message": "some teêñò", "senderCode": "TAS2U"}
2019-04-10 08:30:56,725 INFO  ClientSession:52 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Waiting next command.
2019-04-10 08:30:56,727 INFO  ClientSession:66 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Incoming command_id is defined as TRANSMITTER
2019-04-10 08:30:56,727 INFO  PDUTransmitter:55 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] systemId:tas2uadm
2019-04-10 08:30:56,732 INFO  PDUTransmitter:80 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Authorized user on param [TAS2U]: login [tas2uadm], alias [TAS2U]
2019-04-10 08:30:56,732 INFO  ClientSession:52 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Waiting next command.
2019-04-10 08:30:56,745 INFO  ClientSession:74 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Incoming command_id is defined as ENQUIRE_LINK
2019-04-10 08:30:56,745 INFO  ClientSession:52 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Waiting next command.
2019-04-10 08:30:56,747 INFO  ClientSession:78 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Incoming command_id is defined as SUBMIT_SM
2019-04-10 08:30:56,753 INFO  PDUSubmitSm:122 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] destinationAddr:380504718060
2019-04-10 08:30:56,754 INFO  PDUSubmitSm:128 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] shortMessage:some teêñò
2019-04-10 08:30:56,754 INFO  ClientSession:52 - [28] [261ec015-6ed9-4cc9-9a96-ad40664b7650] Waiting next command.
